Latitude,Longitude,Date,Scientific Name,HUC8,HUC10,HUC12,Taxonomic Serial Number,Native,Comments
33.424918,-86.77562358,2009,Moxostoma duquesnei,"03150202","0315020202","031502020204",,Unknown,Scientific name not found in NAS database
34.09180468,-87.73796193,2009,Erimyzon oblongus,"03160103","0316010301","031601030102",163924,No
34.09180468,-87.73796193,2009,Noturus funebris,"03160103","0316010301","031601030102",164014,No
32.99386913,-86.3618639,2009,Cottus carolinae,"03150107","0315010706","031501070603",167239,No
32.99386913,-86.3618639,2009,Erimyzon oblongus,"03150107","0315010706","031501070603",163924,No
32.99386913,-86.3618639,2009,Etheostoma stigmaeum,"03150107","0315010706","031501070603",168437,No
32.99386913,-86.3618639,2009,Cyprinella callistia,"03150107","0315010706","031501070603",163772,No
32.99386913,-86.3618639,2009,Cyprinella trichroistia,"03150107","0315010706","031501070603",163806,No
32.99386913,-86.3618639,2009,Notropis stilbius,"03150107","0315010706","031501070603",163469,No
32.99386913,-86.3618639,2009,Percina palmaris,"03150107","0315010706","031501070603",168492,No
33.26014983,-85.50357137,2009,Lepomis auritus,"03150109","0315010901","031501090104",168131,No
33.26014983,-85.50357137,2009,Cottus bairdii,"03150109","0315010901","031501090104",167237,No
33.26014983,-85.50357137,2009,Luxilus zonistius,"03150109","0315010901","031501090104",163843,No
33.26014983,-85.50357137,2009,Semotilus thoreauianus,"03150109","0315010901","031501090104",163379,No
33.26014983,-85.50357137,2009,Hybopsis lineapunctata,"03150109","0315010901","031501090104",163484,No
33.26014982,-85.50357137,2013,Semotilus thoreauianus,"03150109","0315010901","031501090104",163379,No
32.93231611,-86.36246869,2009,Cottus carolinae,"03150107","0315010706","031501070603",167239,No
32.93231611,-86.36246869,2009,Etheostoma stigmaeum,"03150107","0315010706","031501070603",168437,No
32.93231611,-86.36246869,2009,Cyprinella trichroistia,"03150107","0315010706","031501070603",163806,No
32.93231611,-86.36246869,2013,Cottus carolinae,"03150107","0315010706","031501070603",167239,No
32.93231611,-86.36246869,2013,Erimyzon oblongus,"03150107","0315010706","031501070603",163924,No
32.93231611,-86.36246869,2013,Etheostoma stigmaeum,"03150107","0315010706","031501070603",168437,No
32.93231611,-86.36246869,2013,Noturus leptacanthus,"03150107","0315010706","031501070603",164019,No
32.93231611,-86.36246869,2013,Cyprinella trichroistia,"03150107","0315010706","031501070603",163806,No
32.93231611,-86.36246869,2013,Semotilus thoreauianus,"03150107","0315010706","031501070603",163379,No
32.93231611,-86.36246869,2013,Etheostoma jordani,"03150107","0315010706","031501070603",,Unknown,Scientific name not found in NAS database
