Latitude,Longitude,Date,Scientific Name,HUC8,HUC10,HUC12,Taxonomic Serial Number,Native,Comments
47.46288389,-120.6610745,2009,Cottus confusus,"17020011","1702001105","170200110501",167240,No
46.53776,-122.0414,2013,Cottus confusus,"17080004","1708000405","170800040506",167240,No
46.8375725,-123.3862738,2009,Cottus confusus,"17100106","1710010601","171001060101",167240,No
46.27821517,-122.9933585,2009,Cottus rhotheus,"17080005","1708000509","170800050903",,Unknown,Scientific name not found in NAS database
46.79931,-121.0911,2013,Cottus rhotheus,"17030002","1703000202","170300020206",,Unknown,Scientific name not found in NAS database
46.79931,-121.0911,2013,Cottus bairdii,"17030002","1703000202","170300020206",167237,No
46.79931481,-121.0911192,2018,Cottus rhotheus,"17030002","1703000202","170300020206",,Unknown,Scientific name not found in NAS database
46.79931481,-121.0911192,2018,Cottus bairdii,"17030002","1703000202","170300020206",167237,No
48.385,-120.2964,2014,Cottus confusus,"17020008","1702000805","170200080508",167240,No
47.06727475,-123.8236035,2009,Cottus rhotheus,"17100105","1710010502","171001050202",,Unknown,Scientific name not found in NAS database
47.06727475,-123.8236035,2009,Cottus bairdii,"17100105","1710010502","171001050202",167237,No
47.06727475,-123.8236035,2009,Cottus perplexus,"17100105","1710010502","171001050202",167248,No
47.13550231,-123.7768693,2009,Cottus rhotheus,"17100104","1710010403","171001040301",,Unknown,Scientific name not found in NAS database
47.13550231,-123.7768693,2009,Cottus gulosus,"17100104","1710010403","171001040301",,Unknown,Scientific name not found in NAS database
46.8552,-122.1765,2014,Cottus rhotheus,"17110015","1711001502","171100150202",,Unknown,Scientific name not found in NAS database
46.85520352,-122.1764777,2018,Cottus rhotheus,"17110015","1711001502","171100150202",,Unknown,Scientific name not found in NAS database
47.57364589,-123.5832338,2018,Cottus rhotheus,"17100102","1710010204","171001020403",,Unknown,Scientific name not found in NAS database
47.57364589,-123.5832338,2018,Cottus gulosus,"17100102","1710010204","171001020403",,Unknown,Scientific name not found in NAS database
